vacc_date,Bundesland,viert_praxen
2022-04-14,Nordrhein-Westfalen,NA
2022-04-14,Rheinland-Pfalz,3287
2022-04-14,Saarland,735
2022-04-14,Sachsen,1035
2022-04-14,Sachsen-Anhalt,NA
2022-04-14,Schleswig-Holstein,NA
2022-04-14,Thüringen,450
2022-04-14,unbekannt,50
2022-04-15,Baden-Württemberg,335
2022-04-15,Bayern,NA
2022-04-15,Berlin,33
2022-04-15,Brandenburg,NA
2022-04-15,Hamburg,161
2022-04-15,Hessen,208
2022-04-15,Mecklenburg-Vorpommern,46
2022-04-15,Niedersachsen,209
2022-04-15,Nordrhein-Westfalen,NA
2022-04-15,Rheinland-Pfalz,141
2022-04-15,Saarland,14
2022-04-15,Sachsen,44
2022-04-15,Sachsen-Anhalt,4
2022-04-15,Schleswig-Holstein,246
2022-04-15,Thüringen,15
2022-04-16,Baden-Württemberg,NA
2022-04-16,Bayern,97
2022-04-16,Berlin,NA
2022-04-16,Brandenburg,NA
2022-04-16,Hamburg,NA
2022-04-16,Hessen,NA
2022-04-16,Mecklenburg-Vorpommern,NA
2022-04-16,Niedersachsen,NA
2022-04-16,Nordrhein-Westfalen,NA
2022-04-16,Rheinland-Pfalz,NA
2022-04-16,Saarland,NA
2022-04-16,Sachsen,NA
2022-04-16,Sachsen-Anhalt,5
2022-04-16,Schleswig-Holstein,75
2022-04-17,Baden-Württemberg,76
2022-04-17,Bayern,NA
2022-04-17,Berlin,NA
2022-04-17,Brandenburg,26
2022-04-17,Hamburg,NA
2022-04-17,Hessen,NA
2022-04-17,Niedersachsen,94
2022-04-17,Nordrhein-Westfalen,NA
2022-04-17,Rheinland-Pfalz,NA
2022-04-17,Schleswig-Holstein,23
2022-04-18,Baden-Württemberg,82
2022-04-18,Bayern,NA
2022-04-18,Berlin,NA
2022-04-18,Hamburg,NA
2022-04-18,Hessen,NA
2022-04-18,Mecklenburg-Vorpommern,NA
2022-04-18,Niedersachsen,282
2022-04-18,Nordrhein-Westfalen,282
2022-04-18,Saarland,NA
2022-04-18,Sachsen,NA
2022-04-18,Sachsen-Anhalt,NA
2022-04-18,Schleswig-Holstein,17
2022-04-19,Baden-Württemberg,3164
2022-04-19,Bayern,NA
2022-04-19,Berlin,2408
2022-04-19,Brandenburg,778
2022-04-19,Bremen,527
2022-04-19,Bundesressorts,NA
2022-04-19,Hamburg,NA
2022-04-19,Hessen,NA
2022-04-19,Mecklenburg-Vorpommern,NA
2022-04-19,Niedersachsen,NA
2022-04-19,Nordrhein-Westfalen,NA
2022-04-19,Rheinland-Pfalz,NA
2022-04-19,Saarland,397
2022-04-19,Sachsen,NA
2022-04-19,Sachsen-Anhalt,NA
2022-04-19,Schleswig-Holstein,NA
2022-04-19,Thüringen,169
2022-04-19,unbekannt,38
2022-04-20,Baden-Württemberg,NA
2022-04-20,Bayern,NA
2022-04-20,Berlin,NA
2022-04-20,Brandenburg,1016
2022-04-20,Bremen,529
2022-04-20,Bundesressorts,NA
2022-04-20,Hamburg,2305
2022-04-20,Hessen,NA
2022-04-20,Mecklenburg-Vorpommern,NA
2022-04-20,Niedersachsen,NA
2022-04-20,Nordrhein-Westfalen,NA
2022-04-20,Rheinland-Pfalz,NA
2022-04-20,Saarland,592
2022-04-20,Sachsen,837
2022-04-20,Sachsen-Anhalt,NA
2022-04-20,Schleswig-Holstein,NA
2022-04-20,Thüringen,344
2022-04-20,unbekannt,61
2022-04-21,Baden-Württemberg,NA
2022-04-21,Bayern,NA
2022-04-21,Berlin,NA
2022-04-21,Brandenburg,NA
2022-04-21,Bremen,686
2022-04-21,Bundesressorts,NA
2022-04-21,Hamburg,NA
2022-04-21,Hessen,NA
2022-04-21,Mecklenburg-Vorpommern,NA
2022-04-21,Niedersachsen,NA
2022-04-21,Nordrhein-Westfalen,NA
2022-04-21,Rheinland-Pfalz,3186
2022-04-21,Saarland,607
2022-04-21,Sachsen,NA
2022-04-21,Sachsen-Anhalt,NA
2022-04-21,Schleswig-Holstein,NA
2022-04-21,Thüringen,517
2022-04-21,unbekannt,23
2022-04-22,Baden-Württemberg,NA
2022-04-22,Bayern,NA
2022-04-22,Berlin,1525
2022-04-22,Brandenburg,NA
2022-04-22,Bremen,640
2022-04-22,Bundesressorts,NA
2022-04-22,Hamburg,2181
2022-04-22,Hessen,NA
2022-04-22,Mecklenburg-Vorpommern,NA
2022-04-22,Niedersachsen,7876
2022-04-22,Nordrhein-Westfalen,NA
2022-04-22,Rheinland-Pfalz,2843
2022-04-22,Saarland,659
2022-04-22,Sachsen,440
2022-04-22,Sachsen-Anhalt,NA
2022-04-22,Schleswig-Holstein,NA
2022-04-22,Thüringen,260
2022-04-22,unbekannt,33
2022-04-23,Baden-Württemberg,NA
2022-04-23,Bayern,NA
2022-04-23,Berlin,NA
2022-04-23,Brandenburg,NA
2022-04-23,Bremen,NA
2022-04-23,Hamburg,59
2022-04-23,Hessen,NA
2022-04-23,Mecklenburg-Vorpommern,NA
2022-04-23,Niedersachsen,842
2022-04-23,Nordrhein-Westfalen,NA
2022-04-23,Rheinland-Pfalz,NA
2022-04-23,Saarland,112
2022-04-23,Sachsen,132
2022-04-23,Sachsen-Anhalt,32
2022-04-23,Schleswig-Holstein,NA
2022-04-23,Thüringen,NA
2022-04-24,Baden-Württemberg,NA
2022-04-24,Bayern,NA
2022-04-24,Berlin,NA
2022-04-24,Brandenburg,2
2022-04-24,Hamburg,41
2022-04-24,Hessen,NA
2022-04-24,Mecklenburg-Vorpommern,29
2022-04-24,Niedersachsen,186
2022-04-24,Nordrhein-Westfalen,768
2022-04-24,Rheinland-Pfalz,NA
2022-04-24,Sachsen,25
2022-04-24,Sachsen-Anhalt,NA
2022-04-24,Thüringen,NA
2022-04-25,Baden-Württemberg,2232
2022-04-25,Bayern,NA
2022-04-25,Berlin,NA
2022-04-25,Brandenburg,792
2022-04-25,Bremen,205
2022-04-25,Bundesressorts,NA
2022-04-25,Hamburg,843
2022-04-25,Hessen,NA
2022-04-25,Mecklenburg-Vorpommern,900
2022-04-25,Niedersachsen,NA
2022-04-25,Nordrhein-Westfalen,NA
2022-04-25,Rheinland-Pfalz,NA
2022-04-25,Saarland,313
2022-04-25,Sachsen,NA
2022-04-25,Sachsen-Anhalt,662
2022-04-25,Schleswig-Holstein,NA
2022-04-25,Thüringen,314
2022-04-25,unbekannt,23
2022-04-26,Baden-Württemberg,6121
2022-04-26,Bayern,NA
2022-04-26,Berlin,NA
2022-04-26,Brandenburg,1735
2022-04-26,Bremen,NA
2022-04-26,Bundesressorts,NA
2022-04-26,Hamburg,2000
2022-04-26,Hessen,NA
2022-04-26,Mecklenburg-Vorpommern,NA
2022-04-26,Niedersachsen,9722
2022-04-26,Nordrhein-Westfalen,NA
2022-04-26,Rheinland-Pfalz,4224
2022-04-26,Saarland,NA
2022-04-26,Sachsen,1303
2022-04-26,Sachsen-Anhalt,NA
2022-04-26,Schleswig-Holstein,NA
2022-04-26,Thüringen,751
2022-04-26,unbekannt,55
2022-04-27,Baden-Württemberg,NA
2022-04-27,Bayern,NA
2022-04-27,Berlin,NA
2022-04-27,Brandenburg,NA
2022-04-27,Bremen,586
2022-04-27,Bundesressorts,NA
2022-04-27,Hamburg,NA
2022-04-27,Hessen,NA
2022-04-27,Mecklenburg-Vorpommern,2639
2022-04-27,Niedersachsen,NA
2022-04-27,Nordrhein-Westfalen,NA
2022-04-27,Rheinland-Pfalz,4858
2022-04-27,Saarland,NA
2022-04-27,Sachsen,NA
2022-04-27,Sachsen-Anhalt,NA
2022-04-27,Schleswig-Holstein,NA
2022-04-27,Thüringen,NA
2022-04-27,unbekannt,98
2022-04-28,Baden-Württemberg,NA
2022-04-28,Bayern,NA
2022-04-28,Berlin,2893
2022-04-28,Brandenburg,2214
2022-04-28,Bremen,739
2022-04-28,Bundesressorts,NA
2022-04-28,Hamburg,NA
2022-04-28,Hessen,NA
2022-04-28,Mecklenburg-Vorpommern,NA
2022-04-28,Niedersachsen,9960
2022-04-28,Nordrhein-Westfalen,NA
2022-04-28,Rheinland-Pfalz,NA
2022-04-28,Saarland,913
2022-04-28,Sachsen,2001
2022-04-28,Sachsen-Anhalt,NA
2022-04-28,Schleswig-Holstein,NA
2022-04-28,Thüringen,859
2022-04-28,unbekannt,58
2022-04-29,Baden-Württemberg,NA
2022-04-29,Bayern,NA
2022-04-29,Berlin,NA
2022-04-29,Brandenburg,NA
2022-04-29,Bremen,557
2022-04-29,Bundesressorts,NA
2022-04-29,Hamburg,1907
2022-04-29,Hessen,NA
2022-04-29,Mecklenburg-Vorpommern,1764
2022-04-29,Niedersachsen,NA
2022-04-29,Nordrhein-Westfalen,NA
2022-04-29,Rheinland-Pfalz,NA
2022-04-29,Saarland,NA
2022-04-29,Sachsen,978
2022-04-29,Sachsen-Anhalt,NA
2022-04-29,Schleswig-Holstein,NA
2022-04-29,Thüringen,498
2022-04-29,unbekannt,78
2022-04-30,Baden-Württemberg,NA
2022-04-30,Bayern,NA
2022-04-30,Berlin,NA
2022-04-30,Brandenburg,116
2022-04-30,Bremen,NA
2022-04-30,Hamburg,NA
2022-04-30,Hessen,NA
2022-04-30,Mecklenburg-Vorpommern,NA
2022-04-30,Niedersachsen,601
2022-04-30,Nordrhein-Westfalen,NA
2022-04-30,Rheinland-Pfalz,277
2022-04-30,Saarland,68
2022-04-30,Sachsen,61
2022-04-30,Sachsen-Anhalt,NA
2022-04-30,Schleswig-Holstein,NA
2022-04-30,Thüringen,NA
2022-05-01,Baden-Württemberg,326
2022-05-01,Bayern,NA
2022-05-01,Berlin,NA
2022-05-01,Brandenburg,85
2022-05-01,Hamburg,NA
2022-05-01,Hessen,72
2022-05-01,Mecklenburg-Vorpommern,136
2022-05-01,Niedersachsen,102
2022-05-01,Nordrhein-Westfalen,899
2022-05-01,Rheinland-Pfalz,NA
2022-05-01,Sachsen,21
2022-05-02,Baden-Württemberg,NA
2022-05-02,Bayern,NA
2022-05-02,Berlin,1363
2022-05-02,Brandenburg,584
2022-05-02,Bremen,151
2022-05-02,Hamburg,537
2022-05-02,Hessen,NA
2022-05-02,Mecklenburg-Vorpommern,839
2022-05-02,Niedersachsen,NA
2022-05-02,Nordrhein-Westfalen,NA
2022-05-02,Rheinland-Pfalz,NA
2022-05-02,Saarland,225
2022-05-02,Sachsen,NA
2022-05-02,Sachsen-Anhalt,NA
2022-05-02,Schleswig-Holstein,NA
2022-05-02,Thüringen,204
2022-05-02,unbekannt,35
2022-05-03,Baden-Württemberg,5352
2022-05-03,Bayern,NA
2022-05-03,Berlin,NA
2022-05-03,Brandenburg,1673
2022-05-03,Bremen,403
2022-05-03,Bundesressorts,NA
2022-05-03,Hamburg,1519
2022-05-03,Hessen,NA
2022-05-03,Mecklenburg-Vorpommern,1827
2022-05-03,Niedersachsen,NA
2022-05-03,Nordrhein-Westfalen,NA
2022-05-03,Rheinland-Pfalz,2930
2022-05-03,Saarland,763
2022-05-03,Sachsen,1231
2022-05-03,Sachsen-Anhalt,1053
2022-05-03,Schleswig-Holstein,NA
2022-05-03,Thüringen,689
2022-05-03,unbekannt,50
2022-05-04,Baden-Württemberg,5319
2022-05-04,Bayern,NA
2022-05-04,Berlin,NA
2022-05-04,Brandenburg,1615
2022-05-04,Bremen,NA
2022-05-04,Bundesressorts,NA
2022-05-04,Hamburg,1719
2022-05-04,Hessen,NA
2022-05-04,Mecklenburg-Vorpommern,NA
2022-05-04,Niedersachsen,NA
2022-05-04,Nordrhein-Westfalen,NA
2022-05-04,Rheinland-Pfalz,4124
2022-05-04,Saarland,850
2022-05-04,Sachsen,1487
2022-05-04,Sachsen-Anhalt,1276
2022-05-04,Schleswig-Holstein,NA
2022-05-04,Thüringen,803
2022-05-04,unbekannt,137
2022-05-05,Baden-Württemberg,6682
2022-05-05,Bayern,NA
2022-05-05,Berlin,NA
2022-05-05,Brandenburg,NA
2022-05-05,Bremen,540
2022-05-05,Bundesressorts,NA
2022-05-05,Hamburg,1614
2022-05-05,Hessen,NA
2022-05-05,Mecklenburg-Vorpommern,2103
2022-05-05,Niedersachsen,NA
2022-05-05,Nordrhein-Westfalen,NA
2022-05-05,Rheinland-Pfalz,3753
2022-05-05,Saarland,822
2022-05-05,Sachsen,NA
2022-05-05,Sachsen-Anhalt,1519
2022-05-05,Schleswig-Holstein,NA
2022-05-05,Thüringen,632
2022-05-05,unbekannt,35
2022-05-06,Baden-Württemberg,NA
2022-05-06,Bayern,NA
2022-05-06,Berlin,NA
2022-05-06,Brandenburg,1765
2022-05-06,Bremen,535
2022-05-06,Bundesressorts,NA
2022-05-06,Hamburg,1510
2022-05-06,Hessen,NA
2022-05-06,Mecklenburg-Vorpommern,NA
2022-05-06,Niedersachsen,5426
2022-05-06,Nordrhein-Westfalen,NA
2022-05-06,Rheinland-Pfalz,NA
2022-05-06,Saarland,682
2022-05-06,Sachsen,851
2022-05-06,Sachsen-Anhalt,918
2022-05-06,Schleswig-Holstein,2204
2022-05-06,Thüringen,324
2022-05-06,unbekannt,35
2022-05-07,Baden-Württemberg,NA
2022-05-07,Bayern,NA
2022-05-07,Berlin,NA
2022-05-07,Brandenburg,35
2022-05-07,Bremen,NA
2022-05-07,Hamburg,NA
2022-05-07,Hessen,NA
2022-05-07,Mecklenburg-Vorpommern,97
2022-05-07,Niedersachsen,NA
2022-05-07,Nordrhein-Westfalen,NA
2022-05-07,Rheinland-Pfalz,352
2022-05-07,Saarland,NA
2022-05-07,Sachsen,20
2022-05-07,Sachsen-Anhalt,NA
2022-05-07,Schleswig-Holstein,NA
2022-05-07,Thüringen,NA
2022-05-08,Baden-Württemberg,207
2022-05-08,Bayern,342
2022-05-08,Berlin,NA
2022-05-08,Brandenburg,45
2022-05-08,Bremen,NA
2022-05-08,Hamburg,NA
2022-05-08,Hessen,NA
2022-05-08,Mecklenburg-Vorpommern,11
2022-05-08,Niedersachsen,NA
2022-05-08,Nordrhein-Westfalen,NA
2022-05-08,Rheinland-Pfalz,7
2022-05-08,Sachsen,5
2022-05-08,Sachsen-Anhalt,10
2022-05-08,Schleswig-Holstein,251
2022-05-08,Thüringen,3
2022-05-09,Baden-Württemberg,NA
2022-05-09,Bayern,NA
2022-05-09,Berlin,1027
2022-05-09,Brandenburg,602
2022-05-09,Bremen,165
2022-05-09,Hamburg,NA
2022-05-09,Hessen,NA
2022-05-09,Mecklenburg-Vorpommern,656
2022-05-09,Niedersachsen,NA
2022-05-09,Nordrhein-Westfalen,NA
2022-05-09,Rheinland-Pfalz,1341
2022-05-09,Saarland,125
2022-05-09,Sachsen,411
2022-05-09,Sachsen-Anhalt,NA
2022-05-09,Schleswig-Holstein,NA
2022-05-09,Thüringen,217
2022-05-09,unbekannt,12
2022-05-10,Baden-Württemberg,NA
2022-05-10,Bayern,NA
2022-05-10,Berlin,NA
2022-05-10,Brandenburg,NA
2022-05-10,Bremen,388
2022-05-10,Bundesressorts,NA
2022-05-10,Hamburg,1608
2022-05-10,Hessen,NA
2022-05-10,Mecklenburg-Vorpommern,NA
2022-05-10,Niedersachsen,NA
2022-05-10,Nordrhein-Westfalen,NA
2022-05-10,Rheinland-Pfalz,2501
2022-05-10,Saarland,616
2022-05-10,Sachsen,NA
2022-05-10,Sachsen-Anhalt,994
2022-05-10,Schleswig-Holstein,3594
2022-05-10,Thüringen,584
2022-05-10,unbekannt,66
2022-05-11,Baden-Württemberg,NA
2022-05-11,Bayern,NA
2022-05-11,Berlin,2953
2022-05-11,Brandenburg,1248
2022-05-11,Bremen,369
2022-05-11,Bundesressorts,NA
2022-05-11,Hamburg,NA
2022-05-11,Hessen,NA
2022-05-11,Mecklenburg-Vorpommern,NA
2022-05-11,Niedersachsen,NA
2022-05-11,Nordrhein-Westfalen,NA
2022-05-11,Rheinland-Pfalz,3364
2022-05-11,Saarland,631
2022-05-11,Sachsen,1343
2022-05-11,Sachsen-Anhalt,NA
2022-05-11,Schleswig-Holstein,NA
2022-05-11,Thüringen,571
2022-05-11,unbekannt,61
2022-05-12,Baden-Württemberg,NA
2022-05-12,Bayern,NA
2022-05-12,Berlin,1849
2022-05-12,Brandenburg,1566
2022-05-12,Bremen,451
2022-05-12,Bundesressorts,NA
2022-05-12,Hamburg,1568
2022-05-12,Hessen,NA
2022-05-12,Mecklenburg-Vorpommern,2077
2022-05-12,Niedersachsen,6517
2022-05-12,Nordrhein-Westfalen,NA
2022-05-12,Rheinland-Pfalz,3244
2022-05-12,Saarland,618
2022-05-12,Sachsen,NA
2022-05-12,Sachsen-Anhalt,1421
2022-05-12,Schleswig-Holstein,NA
2022-05-12,Thüringen,682
2022-05-12,unbekannt,6
2022-05-13,Baden-Württemberg,NA
2022-05-13,Bayern,NA
2022-05-13,Berlin,NA
2022-05-13,Brandenburg,NA
2022-05-13,Bremen,356
2022-05-13,Bundesressorts,NA
2022-05-13,Hamburg,1116
2022-05-13,Hessen,NA
2022-05-13,Mecklenburg-Vorpommern,1030
2022-05-13,Niedersachsen,NA
2022-05-13,Nordrhein-Westfalen,NA
2022-05-13,Rheinland-Pfalz,2276
2022-05-13,Saarland,NA
2022-05-13,Sachsen,NA
2022-05-13,Sachsen-Anhalt,NA
2022-05-13,Schleswig-Holstein,NA
2022-05-13,Thüringen,NA
2022-05-13,unbekannt,31
2022-05-14,Baden-Württemberg,NA
2022-05-14,Bayern,NA
2022-05-14,Berlin,NA
2022-05-14,Brandenburg,13
2022-05-14,Bremen,NA
2022-05-14,Hamburg,NA
2022-05-14,Hessen,NA
2022-05-14,Mecklenburg-Vorpommern,5
2022-05-14,Niedersachsen,NA
2022-05-14,Nordrhein-Westfalen,NA
2022-05-14,Rheinland-Pfalz,NA
2022-05-14,Saarland,NA
2022-05-14,Sachsen,160
2022-05-14,Sachsen-Anhalt,56
2022-05-14,Schleswig-Holstein,NA
2022-05-14,Thüringen,11
2022-05-15,Baden-Württemberg,110
2022-05-15,Bayern,136
2022-05-15,Berlin,NA
2022-05-15,Brandenburg,20
2022-05-15,Bremen,15
2022-05-15,Hamburg,NA
2022-05-15,Hessen,NA
2022-05-15,Mecklenburg-Vorpommern,12
2022-05-15,Niedersachsen,NA
2022-05-15,Nordrhein-Westfalen,NA
2022-05-15,Rheinland-Pfalz,49
2022-05-15,Sachsen,41
2022-05-15,Sachsen-Anhalt,1
2022-05-15,Schleswig-Holstein,57
2022-05-15,Thüringen,NA
2022-05-16,Baden-Württemberg,NA
2022-05-16,Bayern,NA
2022-05-16,Berlin,NA
2022-05-16,Brandenburg,479
2022-05-16,Bremen,104
2022-05-16,Bundesressorts,NA
2022-05-16,Hamburg,423
2022-05-16,Hessen,NA
2022-05-16,Mecklenburg-Vorpommern,665
2022-05-16,Niedersachsen,NA
2022-05-16,Nordrhein-Westfalen,NA
2022-05-16,Rheinland-Pfalz,NA
2022-05-16,Saarland,140
2022-05-16,Sachsen,NA
2022-05-16,Sachsen-Anhalt,311
2022-05-16,Schleswig-Holstein,656
2022-05-16,Thüringen,154
2022-05-16,unbekannt,12
2022-05-17,Baden-Württemberg,NA
2022-05-17,Bayern,NA
2022-05-17,Berlin,NA
2022-05-17,Brandenburg,NA
2022-05-17,Bremen,NA
2022-05-17,Bundesressorts,NA
2022-05-17,Hamburg,936
2022-05-17,Hessen,NA
2022-05-17,Mecklenburg-Vorpommern,1125
2022-05-17,Niedersachsen,4794
2022-05-17,Nordrhein-Westfalen,NA
2022-05-17,Rheinland-Pfalz,2336
2022-05-17,Saarland,453
2022-05-17,Sachsen,NA
2022-05-17,Sachsen-Anhalt,1098
2022-05-17,Schleswig-Holstein,NA
2022-05-17,Thüringen,528
2022-05-17,unbekannt,40
2022-05-18,Baden-Württemberg,3596
2022-05-18,Bayern,NA
2022-05-18,Berlin,2199
2022-05-18,Brandenburg,1149
2022-05-18,Bremen,NA
2022-05-18,Bundesressorts,NA
2022-05-18,Hamburg,1098
2022-05-18,Hessen,NA
2022-05-18,Mecklenburg-Vorpommern,1305
2022-05-18,Niedersachsen,NA
2022-05-18,Nordrhein-Westfalen,NA
2022-05-18,Rheinland-Pfalz,2639
2022-05-18,Saarland,491
2022-05-18,Sachsen,NA
2022-05-18,Sachsen-Anhalt,936
2022-05-18,Schleswig-Holstein,NA
2022-05-18,Thüringen,493
2022-05-18,unbekannt,21
2022-05-19,Baden-Württemberg,4939
2022-05-19,Bayern,NA
2022-05-19,Berlin,NA
2022-05-19,Brandenburg,1334
2022-05-19,Bremen,404
2022-05-19,Bundesressorts,NA
2022-05-19,Hamburg,1243
2022-05-19,Hessen,3877
2022-05-19,Mecklenburg-Vorpommern,1587
2022-05-19,Niedersachsen,5870
2022-05-19,Nordrhein-Westfalen,NA
2022-05-19,Rheinland-Pfalz,NA
2022-05-19,Saarland,470
2022-05-19,Sachsen,1337
2022-05-19,Sachsen-Anhalt,NA
2022-05-19,Schleswig-Holstein,NA
2022-05-19,Thüringen,518
2022-05-19,unbekannt,31
2022-05-20,Baden-Württemberg,2980
2022-05-20,Bayern,NA
2022-05-20,Berlin,1080
2022-05-20,Brandenburg,648
2022-05-20,Bremen,NA
2022-05-20,Bundesressorts,NA
2022-05-20,Hamburg,1128
2022-05-20,Hessen,NA
2022-05-20,Mecklenburg-Vorpommern,NA
2022-05-20,Niedersachsen,NA
2022-05-20,Nordrhein-Westfalen,NA
2022-05-20,Rheinland-Pfalz,NA
2022-05-20,Saarland,330
2022-05-20,Sachsen,660
2022-05-20,Sachsen-Anhalt,NA
2022-05-20,Schleswig-Holstein,NA
2022-05-20,Thüringen,NA
2022-05-20,unbekannt,56
2022-05-21,Baden-Württemberg,NA
2022-05-21,Bayern,NA
2022-05-21,Berlin,88
2022-05-21,Brandenburg,52
2022-05-21,Bremen,NA
2022-05-21,Hamburg,NA
2022-05-21,Hessen,NA
2022-05-21,Mecklenburg-Vorpommern,4
2022-05-21,Niedersachsen,228
2022-05-21,Nordrhein-Westfalen,NA
2022-05-21,Rheinland-Pfalz,206
2022-05-21,Saarland,8
2022-05-21,Sachsen,NA
2022-05-21,Sachsen-Anhalt,NA
2022-05-21,Schleswig-Holstein,NA
2022-05-21,Thüringen,NA
2022-05-22,Baden-Württemberg,187
2022-05-22,Bayern,NA
2022-05-22,Berlin,NA
2022-05-22,Brandenburg,12
2022-05-22,Hamburg,NA
2022-05-22,Hessen,NA
2022-05-22,Mecklenburg-Vorpommern,5
2022-05-22,Niedersachsen,152
2022-05-22,Nordrhein-Westfalen,261
2022-05-22,Rheinland-Pfalz,NA
2022-05-22,Saarland,NA
2022-05-22,Sachsen,11
2022-05-22,Sachsen-Anhalt,5
2022-05-22,Schleswig-Holstein,37
2022-05-22,unbekannt,4
2022-05-23,Baden-Württemberg,NA
2022-05-23,Bayern,NA
2022-05-23,Berlin,NA
2022-05-23,Brandenburg,491
2022-05-23,Bremen,182
2022-05-23,Hamburg,349
2022-05-23,Hessen,NA
2022-05-23,Mecklenburg-Vorpommern,376
2022-05-23,Niedersachsen,NA
2022-05-23,Nordrhein-Westfalen,NA
2022-05-23,Rheinland-Pfalz,1180
2022-05-23,Saarland,148
2022-05-23,Sachsen,306
2022-05-23,Sachsen-Anhalt,NA
2022-05-23,Schleswig-Holstein,603
2022-05-23,Thüringen,174
2022-05-23,unbekannt,15
2022-05-24,Baden-Württemberg,3279
2022-05-24,Bayern,NA
2022-05-24,Berlin,1430
2022-05-24,Brandenburg,NA
2022-05-24,Bremen,317
2022-05-24,Bundesressorts,NA
2022-05-24,Hamburg,816
2022-05-24,Hessen,NA
2022-05-24,Mecklenburg-Vorpommern,NA
2022-05-24,Niedersachsen,NA
2022-05-24,Nordrhein-Westfalen,NA
2022-05-24,Rheinland-Pfalz,2286
2022-05-24,Saarland,453
2022-05-24,Sachsen,787
2022-05-24,Sachsen-Anhalt,NA
2022-05-24,Schleswig-Holstein,1726
2022-05-24,Thüringen,535
2022-05-24,unbekannt,20
2022-05-25,Baden-Württemberg,3255
2022-05-25,Bayern,NA
2022-05-25,Berlin,2025
2022-05-25,Brandenburg,993
2022-05-25,Bremen,388
2022-05-25,Bundesressorts,NA
2022-05-25,Hamburg,922
2022-05-25,Hessen,NA
2022-05-25,Mecklenburg-Vorpommern,NA
2022-05-25,Niedersachsen,NA
2022-05-25,Nordrhein-Westfalen,NA
2022-05-25,Rheinland-Pfalz,2336
2022-05-25,Saarland,460
2022-05-25,Sachsen,765
2022-05-25,Sachsen-Anhalt,NA
2022-05-25,Schleswig-Holstein,NA
2022-05-25,Thüringen,384
2022-05-25,unbekannt,61
2022-05-26,Baden-Württemberg,138
2022-05-26,Bayern,NA
2022-05-26,Berlin,59
2022-05-26,Hamburg,NA
2022-05-26,Hessen,NA
2022-05-26,Niedersachsen,134
2022-05-26,Nordrhein-Westfalen,726
2022-05-26,Rheinland-Pfalz,3
2022-05-26,Saarland,13
2022-05-26,Sachsen,5
2022-05-26,Schleswig-Holstein,54
2022-05-26,Thüringen,3
2022-05-27,Baden-Württemberg,NA
2022-05-27,Bayern,NA
2022-05-27,Berlin,179
2022-05-27,Brandenburg,132
2022-05-27,Bremen,96
2022-05-27,Hamburg,204
2022-05-27,Hessen,NA
2022-05-27,Mecklenburg-Vorpommern,NA
2022-05-27,Niedersachsen,NA
2022-05-27,Nordrhein-Westfalen,NA
2022-05-27,Rheinland-Pfalz,314
2022-05-27,Saarland,NA
2022-05-27,Sachsen,NA
2022-05-27,Sachsen-Anhalt,142
2022-05-27,Schleswig-Holstein,NA
2022-05-27,Thüringen,NA
2022-05-27,unbekannt,9
2022-05-28,Baden-Württemberg,NA
2022-05-28,Bayern,NA
2022-05-28,Berlin,NA
2022-05-28,Brandenburg,NA
2022-05-28,Bremen,NA
2022-05-28,Hamburg,169
2022-05-28,Hessen,NA
2022-05-28,Niedersachsen,NA
2022-05-28,Nordrhein-Westfalen,NA
2022-05-28,Rheinland-Pfalz,58
2022-05-28,Saarland,NA
2022-05-28,Sachsen,NA
2022-05-28,Sachsen-Anhalt,NA
2022-05-28,Schleswig-Holstein,17
2022-05-28,Thüringen,36
2022-05-28,unbekannt,1
2022-05-29,Baden-Württemberg,141
2022-05-29,Bayern,NA
2022-05-29,Berlin,NA
2022-05-29,Hamburg,1
2022-05-29,Hessen,NA
2022-05-29,Mecklenburg-Vorpommern,18
2022-05-29,Niedersachsen,NA
2022-05-29,Nordrhein-Westfalen,NA
2022-05-29,Rheinland-Pfalz,46
2022-05-29,Sachsen,5
2022-05-29,Schleswig-Holstein,10
2022-05-29,Thüringen,4
2022-05-30,Baden-Württemberg,1215
2022-05-30,Bayern,NA
2022-05-30,Berlin,912
2022-05-30,Brandenburg,332
2022-05-30,Bremen,NA
2022-05-30,Bundesressorts,NA
2022-05-30,Hamburg,349
2022-05-30,Hessen,NA
2022-05-30,Mecklenburg-Vorpommern,345
2022-05-30,Niedersachsen,NA
2022-05-30,Nordrhein-Westfalen,NA
2022-05-30,Rheinland-Pfalz,NA
2022-05-30,Saarland,141
2022-05-30,Sachsen,NA
2022-05-30,Sachsen-Anhalt,232
2022-05-30,Schleswig-Holstein,NA
2022-05-30,Thüringen,155
2022-05-30,unbekannt,9
2022-05-31,Baden-Württemberg,NA
2022-05-31,Bayern,NA
2022-05-31,Berlin,1195
2022-05-31,Brandenburg,657
2022-05-31,Bremen,316
2022-05-31,Bundesressorts,NA
2022-05-31,Hamburg,NA
2022-05-31,Hessen,NA
2022-05-31,Mecklenburg-Vorpommern,NA
2022-05-31,Niedersachsen,NA
2022-05-31,Nordrhein-Westfalen,NA
2022-05-31,Rheinland-Pfalz,NA
2022-05-31,Saarland,NA
2022-05-31,Sachsen,NA
2022-05-31,Sachsen-Anhalt,NA
2022-05-31,Schleswig-Holstein,NA
2022-05-31,Thüringen,NA
2022-05-31,unbekannt,62
2022-06-01,Baden-Württemberg,NA
