Bundesland,date,Impfserie1,Impfserie2,Impfserie3,Impfserie4
Brandenburg,2021-12-18,2942,1789,19439,2
Mecklenburg-Vorpommern,2021-12-18,635,723,8292,NA
Sachsen,2021-12-18,4376,3196,28504,1
Sachsen-Anhalt,2021-12-18,1674,2500,12265,2
Thüringen,2021-12-18,2198,1182,9964,NA
NA,2021-12-18,1,1,62,NA
Schleswig-Holstein,2021-12-19,4235,357,8868,NA
Hamburg,2021-12-19,896,366,6979,1
Niedersachsen,2021-12-19,1456,1030,26988,NA
Bremen,2021-12-19,156,139,4123,1
Nordrhein-Westfalen,2021-12-19,12268,4669,74291,1
Hessen,2021-12-19,2738,1852,21319,5
Rheinland-Pfalz,2021-12-19,1042,769,18792,4
Baden-Württemberg,2021-12-19,6957,4641,58120,5
Bayern,2021-12-19,7346,5701,37705,13
Saarland,2021-12-19,304,155,3524,NA
Berlin,2021-12-19,2914,1180,12153,NA
Brandenburg,2021-12-19,64,87,1138,NA
Mecklenburg-Vorpommern,2021-12-19,113,37,899,NA
Sachsen,2021-12-19,472,348,4191,3
Sachsen-Anhalt,2021-12-19,767,547,3428,NA
Thüringen,2021-12-19,429,243,2618,NA
NA,2021-12-19,NA,NA,1,NA
Schleswig-Holstein,2021-12-20,1813,2440,25856,NA
Hamburg,2021-12-20,1330,1793,18950,1
Niedersachsen,2021-12-20,6764,8973,86165,12
Bremen,2021-12-20,802,768,7822,2
Nordrhein-Westfalen,2021-12-20,16423,15680,153404,3
Hessen,2021-12-20,5879,6169,54758,12
Rheinland-Pfalz,2021-12-20,3405,5067,39289,5
Baden-Württemberg,2021-12-20,9557,11855,93961,23
Bayern,2021-12-20,12318,16507,103646,32
Saarland,2021-12-20,859,955,9534,1
Berlin,2021-12-20,4258,4081,34005,1
Brandenburg,2021-12-20,2399,3104,20701,3
Mecklenburg-Vorpommern,2021-12-20,1504,2325,15510,2
Sachsen,2021-12-20,3710,4252,30056,4
Sachsen-Anhalt,2021-12-20,1870,3383,17655,NA
Thüringen,2021-12-20,2303,2067,15637,NA
NA,2021-12-20,22,46,2027,1
Schleswig-Holstein,2021-12-21,2743,4057,34550,1
Hamburg,2021-12-21,2458,2575,20641,1
Niedersachsen,2021-12-21,9559,13309,121167,5
Bremen,2021-12-21,1103,1032,10210,2
Nordrhein-Westfalen,2021-12-21,18863,24630,213629,4
Hessen,2021-12-21,8307,10161,76272,10
Rheinland-Pfalz,2021-12-21,3893,6547,55093,10
Baden-Württemberg,2021-12-21,12902,19879,129085,15
Bayern,2021-12-21,18494,25654,153690,23
Saarland,2021-12-21,1163,1569,13678,NA
Berlin,2021-12-21,4925,5580,43177,2
Brandenburg,2021-12-21,2913,4410,29820,7
Mecklenburg-Vorpommern,2021-12-21,2045,2873,18304,NA
Sachsen,2021-12-21,4321,5807,38534,NA
Sachsen-Anhalt,2021-12-21,2408,4227,21203,1
Thüringen,2021-12-21,3486,3214,23011,2
NA,2021-12-21,109,189,3216,NA
Schleswig-Holstein,2021-12-22,2585,4145,36816,9
Hamburg,2021-12-22,2120,2588,21825,4
Niedersachsen,2021-12-22,9510,12168,122747,6
Bremen,2021-12-22,1064,1053,9500,NA
Nordrhein-Westfalen,2021-12-22,19819,22159,202814,23
Hessen,2021-12-22,8766,9852,83682,3
Rheinland-Pfalz,2021-12-22,6879,5701,53313,2
Baden-Württemberg,2021-12-22,14649,19383,137249,28
Bayern,2021-12-22,17246,23961,150287,35
Saarland,2021-12-22,1119,1404,13867,3
Berlin,2021-12-22,4952,4832,39726,NA
Brandenburg,2021-12-22,2557,3520,26726,8
Mecklenburg-Vorpommern,2021-12-22,1137,2734,17772,1
Sachsen,2021-12-22,3953,5488,33047,NA
Sachsen-Anhalt,2021-12-22,1906,3530,18527,1
Thüringen,2021-12-22,2562,2987,21440,NA
NA,2021-12-22,20,126,2336,NA
Schleswig-Holstein,2021-12-23,3715,2106,15267,1
Hamburg,2021-12-23,1356,1512,12362,2
Niedersachsen,2021-12-23,5008,6776,67414,1
Bremen,2021-12-23,698,747,6250,3
Nordrhein-Westfalen,2021-12-23,10982,14444,108530,5
Hessen,2021-12-23,4864,4864,40429,6
Rheinland-Pfalz,2021-12-23,4492,3091,27202,NA
Baden-Württemberg,2021-12-23,7690,11552,80794,29
Bayern,2021-12-23,9872,15320,92971,26
Saarland,2021-12-23,621,735,7141,1
Berlin,2021-12-23,3351,2662,20639,2
Brandenburg,2021-12-23,1142,1466,12547,2
Mecklenburg-Vorpommern,2021-12-23,606,1291,8265,NA
Sachsen,2021-12-23,2436,3091,14990,3
Sachsen-Anhalt,2021-12-23,916,1921,8942,1
Thüringen,2021-12-23,1634,1828,13479,NA
NA,2021-12-23,3,22,566,NA
Schleswig-Holstein,2021-12-24,45,40,193,NA
Hamburg,2021-12-24,56,38,443,NA
Niedersachsen,2021-12-24,260,247,2151,NA
Bremen,2021-12-24,9,9,291,NA
Nordrhein-Westfalen,2021-12-24,518,823,6670,NA
Hessen,2021-12-24,235,307,2278,1
Rheinland-Pfalz,2021-12-24,70,198,1286,NA
Baden-Württemberg,2021-12-24,569,795,7233,3
Bayern,2021-12-24,1041,1722,11089,1
Saarland,2021-12-24,23,36,440,NA
Berlin,2021-12-24,812,744,5018,NA
Brandenburg,2021-12-24,186,63,891,NA
Mecklenburg-Vorpommern,2021-12-24,10,14,303,NA
Sachsen,2021-12-24,68,93,598,NA
Sachsen-Anhalt,2021-12-24,50,79,522,NA
Thüringen,2021-12-24,49,16,153,NA
NA,2021-12-24,NA,NA,8,NA
Schleswig-Holstein,2021-12-25,23,17,199,NA
Hamburg,2021-12-25,20,21,2084,NA
Niedersachsen,2021-12-25,39,172,1057,NA
Bremen,2021-12-25,1,2,24,NA
Nordrhein-Westfalen,2021-12-25,215,240,3591,NA
Hessen,2021-12-25,192,98,1318,NA
Rheinland-Pfalz,2021-12-25,22,27,317,1
Baden-Württemberg,2021-12-25,435,525,6734,NA
Bayern,2021-12-25,411,668,6024,1
Saarland,2021-12-25,17,25,540,NA
Berlin,2021-12-25,53,34,733,NA
Brandenburg,2021-12-25,137,52,822,NA
Mecklenburg-Vorpommern,2021-12-25,4,18,218,NA
Sachsen,2021-12-25,35,23,189,NA
Sachsen-Anhalt,2021-12-25,40,36,491,NA
Thüringen,2021-12-25,3,3,27,NA
Schleswig-Holstein,2021-12-26,37,47,1171,NA
Hamburg,2021-12-26,133,17,858,NA
Niedersachsen,2021-12-26,80,65,1912,NA
Bremen,2021-12-26,NA,1,10,NA
Nordrhein-Westfalen,2021-12-26,555,830,10194,NA
Hessen,2021-12-26,343,211,2624,NA
Rheinland-Pfalz,2021-12-26,6,80,935,1
Baden-Württemberg,2021-12-26,1502,850,12317,2
Bayern,2021-12-26,1199,1666,12759,3
Saarland,2021-12-26,16,22,518,NA
Berlin,2021-12-26,1324,872,7743,NA
Brandenburg,2021-12-26,8,13,133,NA
Mecklenburg-Vorpommern,2021-12-26,5,8,286,NA
Sachsen,2021-12-26,38,43,374,NA
Sachsen-Anhalt,2021-12-26,47,40,540,NA
Thüringen,2021-12-26,3,8,22,NA
Schleswig-Holstein,2021-12-27,991,1882,20302,2
Hamburg,2021-12-27,826,923,10138,1
Niedersachsen,2021-12-27,4107,4806,62801,7
Bremen,2021-12-27,553,582,4509,1
Nordrhein-Westfalen,2021-12-27,11824,11410,97166,4
Hessen,2021-12-27,5392,4031,38270,7
Rheinland-Pfalz,2021-12-27,2433,3319,25282,6
Baden-Württemberg,2021-12-27,7013,8292,79623,15
Bayern,2021-12-27,7977,13829,69836,34
Saarland,2021-12-27,664,719,6949,NA
Berlin,2021-12-27,2350,3246,19601,1
Brandenburg,2021-12-27,924,1939,12966,1
Mecklenburg-Vorpommern,2021-12-27,562,1782,9724,1
Sachsen,2021-12-27,2820,3546,17074,3
Sachsen-Anhalt,2021-12-27,661,1898,8208,1
Thüringen,2021-12-27,1549,1776,8587,1
NA,2021-12-27,NA,12,25,NA
Schleswig-Holstein,2021-12-28,2740,2267,22276,2
Hamburg,2021-12-28,1625,1476,12342,1
Niedersachsen,2021-12-28,4960,6520,76706,4
Bremen,2021-12-28,591,729,5692,4
Nordrhein-Westfalen,2021-12-28,13794,14391,115209,5
Hessen,2021-12-28,6246,5387,45917,7
Rheinland-Pfalz,2021-12-28,2471,3815,31106,8
Baden-Württemberg,2021-12-28,8951,11387,97902,22
Bayern,2021-12-28,11111,16362,89239,33
Saarland,2021-12-28,690,891,8944,1
Berlin,2021-12-28,3057,2898,22775,1
Brandenburg,2021-12-28,1357,2468,16423,10
Mecklenburg-Vorpommern,2021-12-28,830,1918,11756,1
Sachsen,2021-12-28,3052,3917,22089,2
Sachsen-Anhalt,2021-12-28,1318,3444,12950,1
Thüringen,2021-12-28,1744,2301,12032,2
NA,2021-12-28,NA,5,61,NA
Schleswig-Holstein,2021-12-29,1606,2364,23720,1
Hamburg,2021-12-29,1737,1307,11476,NA
Niedersachsen,2021-12-29,7041,6122,66747,2
Bremen,2021-12-29,675,598,6098,4
Nordrhein-Westfalen,2021-12-29,14417,12191,102378,4
Hessen,2021-12-29,6268,5410,45624,8
Rheinland-Pfalz,2021-12-29,1972,2814,29367,3
Baden-Württemberg,2021-12-29,8685,10823,95737,42
Bayern,2021-12-29,10877,14673,85901,22
Saarland,2021-12-29,698,851,8700,NA
Berlin,2021-12-29,3151,2648,19546,NA
Brandenburg,2021-12-29,1488,2350,15278,7
Mecklenburg-Vorpommern,2021-12-29,984,1716,9909,NA
Sachsen,2021-12-29,3002,3906,19887,4
Sachsen-Anhalt,2021-12-29,997,2451,10914,1
Thüringen,2021-12-29,1176,2302,11093,1
NA,2021-12-29,NA,NA,12,NA
Schleswig-Holstein,2021-12-30,2280,1852,15731,2
Hamburg,2021-12-30,1345,811,7898,1
Niedersachsen,2021-12-30,3629,4082,41952,10
Bremen,2021-12-30,532,599,5063,2
Nordrhein-Westfalen,2021-12-30,9676,9002,66430,3
Hessen,2021-12-30,4867,3468,28717,8
Rheinland-Pfalz,2021-12-30,1754,2393,22740,7
Baden-Württemberg,2021-12-30,6626,7499,68306,26
Bayern,2021-12-30,8175,11587,67202,22
Saarland,2021-12-30,623,631,6358,NA
Berlin,2021-12-30,2390,2011,12938,NA
Brandenburg,2021-12-30,903,1444,9838,2
Mecklenburg-Vorpommern,2021-12-30,442,1090,6643,NA
Sachsen,2021-12-30,2201,2477,13365,3
Sachsen-Anhalt,2021-12-30,591,1489,6053,1
Thüringen,2021-12-30,608,1776,8021,2
NA,2021-12-30,2,2,28,NA
Schleswig-Holstein,2021-12-31,64,109,1210,1
Hamburg,2021-12-31,62,94,2779,NA
Niedersachsen,2021-12-31,371,295,3372,NA
Bremen,2021-12-31,2,9,375,NA
Nordrhein-Westfalen,2021-12-31,471,745,5937,1
Hessen,2021-12-31,244,305,2653,NA
Rheinland-Pfalz,2021-12-31,158,228,1891,NA
Baden-Württemberg,2021-12-31,996,1060,10905,4
Bayern,2021-12-31,1039,1924,10799,5
Saarland,2021-12-31,9,34,459,NA
Berlin,2021-12-31,941,737,4587,NA
Brandenburg,2021-12-31,147,82,1080,NA
Mecklenburg-Vorpommern,2021-12-31,21,47,497,1
Sachsen,2021-12-31,144,255,1560,NA
Sachsen-Anhalt,2021-12-31,58,93,363,NA
Thüringen,2021-12-31,44,24,191,NA
Schleswig-Holstein,2022-01-01,83,73,859,NA
Hamburg,2022-01-01,36,83,1514,1
Niedersachsen,2022-01-01,63,255,3279,NA
Bremen,2022-01-01,1,NA,NA,NA
Nordrhein-Westfalen,2022-01-01,197,151,2109,NA
Hessen,2022-01-01,228,176,1457,NA
Rheinland-Pfalz,2022-01-01,6,2,223,NA
Baden-Württemberg,2022-01-01,673,854,6443,6
Bayern,2022-01-01,529,1099,5482,NA
Saarland,2022-01-01,22,36,451,NA
Berlin,2022-01-01,115,31,643,NA
Brandenburg,2022-01-01,81,38,557,NA
Mecklenburg-Vorpommern,2022-01-01,1,NA,30,NA
Sachsen,2022-01-01,176,74,502,1
Sachsen-Anhalt,2022-01-01,6,31,10,NA
Schleswig-Holstein,2022-01-02,51,157,2091,NA
Hamburg,2022-01-02,569,278,3750,NA
Niedersachsen,2022-01-02,251,428,6684,2
Bremen,2022-01-02,22,303,2192,2
Nordrhein-Westfalen,2022-01-02,4342,2262,20707,2
Hessen,2022-01-02,1392,1228,11269,6
Rheinland-Pfalz,2022-01-02,103,96,3338,2
Baden-Württemberg,2022-01-02,3224,3689,37449,8
Bayern,2022-01-02,4593,3761,23896,10
Saarland,2022-01-02,74,168,1063,NA
Berlin,2022-01-02,1532,1649,9000,NA
Brandenburg,2022-01-02,7,10,140,NA
Mecklenburg-Vorpommern,2022-01-02,15,26,163,NA
Sachsen,2022-01-02,69,121,684,NA
Sachsen-Anhalt,2022-01-02,85,66,648,2
Thüringen,2022-01-02,91,40,315,NA
NA,2022-01-02,NA,1,4,NA
Schleswig-Holstein,2022-01-03,692,2043,16534,2
Hamburg,2022-01-03,723,850,6888,11
Niedersachsen,2022-01-03,3590,4764,44774,12
Bremen,2022-01-03,519,692,4956,1
Nordrhein-Westfalen,2022-01-03,10088,10826,64652,11
Hessen,2022-01-03,3545,4042,27308,10
Rheinland-Pfalz,2022-01-03,2157,3243,21242,7
Baden-Württemberg,2022-01-03,4109,6940,56024,19
Bayern,2022-01-03,6083,12996,60835,21
Saarland,2022-01-03,575,685,5842,NA
Berlin,2022-01-03,2224,3640,18058,1
Brandenburg,2022-01-03,890,1980,9063,1
Mecklenburg-Vorpommern,2022-01-03,658,1694,8390,NA
Sachsen,2022-01-03,1795,3055,14319,3
Sachsen-Anhalt,2022-01-03,795,2310,8740,1
Thüringen,2022-01-03,1026,2086,11432,2
NA,2022-01-03,5,28,1013,NA
Schleswig-Holstein,2022-01-04,2535,3135,22265,1
Hamburg,2022-01-04,1615,1464,11392,5
Niedersachsen,2022-01-04,5065,7330,61096,28
Bremen,2022-01-04,522,904,5033,2
Nordrhein-Westfalen,2022-01-04,12570,18698,106922,17
Hessen,2022-01-04,5319,6894,37340,5
Rheinland-Pfalz,2022-01-04,2616,4701,27975,2
Baden-Württemberg,2022-01-04,7084,10576,78997,38
Bayern,2022-01-04,9022,17367,82572,18
Saarland,2022-01-04,738,1432,9070,NA
Berlin,2022-01-04,2929,4905,23623,2
Brandenburg,2022-01-04,1382,3790,16994,5
Mecklenburg-Vorpommern,2022-01-04,928,2668,11841,NA
Sachsen,2022-01-04,2376,4892,22054,4
Sachsen-Anhalt,2022-01-04,1116,3631,13928,NA
Thüringen,2022-01-04,1615,3120,15789,4
NA,2022-01-04,8,52,922,NA
Schleswig-Holstein,2022-01-05,1768,4542,33308,6
Hamburg,2022-01-05,1348,1992,17920,10
Niedersachsen,2022-01-05,5912,10514,72694,3
Bremen,2022-01-05,588,1117,6622,1
Nordrhein-Westfalen,2022-01-05,14321,20071,124834,18
Hessen,2022-01-05,5243,7153,46132,5
Rheinland-Pfalz,2022-01-05,2508,6739,36625,3
Baden-Württemberg,2022-01-05,6549,13031,77569,23
Bayern,2022-01-05,9816,19048,90323,46
Saarland,2022-01-05,846,1513,10060,2
Berlin,2022-01-05,2600,5995,28338,2
Brandenburg,2022-01-05,1601,4344,20554,3
Mecklenburg-Vorpommern,2022-01-05,1026,2937,15986,NA
Sachsen,2022-01-05,2762,5992,28405,5
Sachsen-Anhalt,2022-01-05,1640,4680,17725,1
Thüringen,2022-01-05,1817,3153,15013,2
NA,2022-01-05,18,121,1200,NA
Schleswig-Holstein,2022-01-06,2837,4289,27241,5
Hamburg,2022-01-06,1328,2002,19335,2
Niedersachsen,2022-01-06,5998,10601,70880,9
Bremen,2022-01-06,691,1273,7077,1
Nordrhein-Westfalen,2022-01-06,12402,22188,134537,36
Hessen,2022-01-06,4923,6796,42458,8
Rheinland-Pfalz,2022-01-06,2522,5648,35032,9
Baden-Württemberg,2022-01-06,4061,4196,35079,15
Bayern,2022-01-06,4228,5510,31917,7
Saarland,2022-01-06,1004,1825,12372,1
Berlin,2022-01-06,2785,6422,28763,1
Brandenburg,2022-01-06,1895,5010,22922,9
Mecklenburg-Vorpommern,2022-01-06,1258,3173,16925,NA
Sachsen,2022-01-06,3324,7044,30236,5
Sachsen-Anhalt,2022-01-06,403,969,3523,NA
Thüringen,2022-01-06,1733,5148,19721,1
NA,2022-01-06,50,164,1687,2
Schleswig-Holstein,2022-01-07,1508,3996,27379,8
Hamburg,2022-01-07,860,1827,17438,1
Niedersachsen,2022-01-07,5659,9670,64711,18
Bremen,2022-01-07,496,1309,8088,4
Nordrhein-Westfalen,2022-01-07,11803,26365,125683,46
Hessen,2022-01-07,4955,7541,43700,22
Rheinland-Pfalz,2022-01-07,6335,8578,43685,4
Baden-Württemberg,2022-01-07,5523,11375,62959,28
Bayern,2022-01-07,7240,19005,73170,29
Saarland,2022-01-07,686,1356,9381,1
Berlin,2022-01-07,2871,6374,28830,1
Brandenburg,2022-01-07,1922,4215,19381,11
Mecklenburg-Vorpommern,2022-01-07,1220,3623,16984,NA
Sachsen,2022-01-07,2809,5921,26016,2
Sachsen-Anhalt,2022-01-07,1139,2646,10731,2
Thüringen,2022-01-07,1626,3378,12847,5
NA,2022-01-07,28,45,709,NA
Schleswig-Holstein,2022-01-08,1805,3314,26042,NA
Hamburg,2022-01-08,1358,993,15577,NA
Niedersachsen,2022-01-08,4045,6210,38544,2
Bremen,2022-01-08,250,1063,5630,1
Nordrhein-Westfalen,2022-01-08,10589,20399,82717,9
Hessen,2022-01-08,3992,4693,27187,18
Rheinland-Pfalz,2022-01-08,2756,3071,22802,2
Baden-Württemberg,2022-01-08,6395,12258,46748,25
Bayern,2022-01-08,5800,13258,47419,20
Saarland,2022-01-08,671,1120,7720,1
Berlin,2022-01-08,2118,4913,21486,NA
Brandenburg,2022-01-08,1449,2207,8612,3
Mecklenburg-Vorpommern,2022-01-08,456,791,5472,2
Sachsen,2022-01-08,2862,3323,15553,4
Sachsen-Anhalt,2022-01-08,555,1965,5075,1
Thüringen,2022-01-08,624,3092,14140,2
NA,2022-01-08,1,NA,NA,NA
Schleswig-Holstein,2022-01-09,540,3950,3911,2
Hamburg,2022-01-09,979,525,6988,NA
Niedersachsen,2022-01-09,559,1148,8656,2
Bremen,2022-01-09,199,398,2810,1
Nordrhein-Westfalen,2022-01-09,3879,9023,28845,3
Hessen,2022-01-09,2059,1976,12717,23
Rheinland-Pfalz,2022-01-09,1465,714,4776,2
Baden-Württemberg,2022-01-09,4204,5942,26594,6
Bayern,2022-01-09,3167,6555,19818,5
Saarland,2022-01-09,73,281,1269,NA
Berlin,2022-01-09,1038,2737,10334,1
Brandenburg,2022-01-09,49,105,492,NA
Mecklenburg-Vorpommern,2022-01-09,88,80,736,NA
Sachsen,2022-01-09,208,475,1737,NA
Sachsen-Anhalt,2022-01-09,119,500,885,NA
Thüringen,2022-01-09,82,322,1088,NA
Schleswig-Holstein,2022-01-10,1173,2608,22029,6
Hamburg,2022-01-10,774,1007,13961,5
Niedersachsen,2022-01-10,3655,7508,46213,8
Bremen,2022-01-10,425,994,5551,3
Nordrhein-Westfalen,2022-01-10,7821,19476,86548,36
Hessen,2022-01-10,3021,5349,34120,10
Rheinland-Pfalz,2022-01-10,2855,4515,23953,5
Baden-Württemberg,2022-01-10,4100,8396,47512,32
Bayern,2022-01-10,4753,15520,63923,22
Saarland,2022-01-10,532,936,6492,3
Berlin,2022-01-10,1764,4351,22012,2
Brandenburg,2022-01-10,1160,2624,12757,70
Mecklenburg-Vorpommern,2022-01-10,767,1815,11502,2
Sachsen,2022-01-10,2353,3707,18616,6
Sachsen-Anhalt,2022-01-10,1076,3167,11364,NA
Thüringen,2022-01-10,1118,2297,9575,3
NA,2022-01-10,9,111,1192,NA
Schleswig-Holstein,2022-01-11,2799,3915,27773,2
Hamburg,2022-01-11,2137,2274,18148,6
Niedersachsen,2022-01-11,4686,10627,61918,4
Bremen,2022-01-11,424,1019,6521,3
Nordrhein-Westfalen,2022-01-11,11849,26014,132164,10
Hessen,2022-01-11,4506,8238,47617,11
Rheinland-Pfalz,2022-01-11,2495,5185,29452,4
Baden-Württemberg,2022-01-11,6151,14816,70035,36
Bayern,2022-01-11,7179,22438,95731,15
Saarland,2022-01-11,728,1319,8031,NA
Berlin,2022-01-11,2566,5569,27118,3
Brandenburg,2022-01-11,1523,3726,20028,6
Mecklenburg-Vorpommern,2022-01-11,1090,2146,13554,NA
Sachsen,2022-01-11,2765,4919,25935,7
Sachsen-Anhalt,2022-01-11,1621,4178,18049,4
Thüringen,2022-01-11,1754,3717,15866,4
NA,2022-01-11,77,282,3389,1
Schleswig-Holstein,2022-01-12,2185,4647,39518,17
Hamburg,2022-01-12,1563,2190,18847,5
Niedersachsen,2022-01-12,6460,13152,71072,9
Bremen,2022-01-12,636,1259,7187,1
Nordrhein-Westfalen,2022-01-12,11958,28080,137566,30
Hessen,2022-01-12,6353,10381,56546,48
Rheinland-Pfalz,2022-01-12,2964,7658,30817,4
Baden-Württemberg,2022-01-12,6659,16770,79749,56
Bayern,2022-01-12,8278,23640,103250,46
Saarland,2022-01-12,835,1513,8411,2
Berlin,2022-01-12,2378,5913,30461,1
Brandenburg,2022-01-12,1813,3996,21153,8
Mecklenburg-Vorpommern,2022-01-12,1181,2316,14543,1
Sachsen,2022-01-12,3224,5344,30822,4
Sachsen-Anhalt,2022-01-12,1563,3968,17954,1
Thüringen,2022-01-12,1627,3142,15027,2
NA,2022-01-12,111,418,3398,NA
Schleswig-Holstein,2022-01-13,2293,6062,29055,2
Hamburg,2022-01-13,1463,2203,17046,6
Niedersachsen,2022-01-13,5827,10992,64904,11
Bremen,2022-01-13,423,1383,6316,5
Nordrhein-Westfalen,2022-01-13,11105,24109,138148,23
Hessen,2022-01-13,4927,8518,48792,13
Rheinland-Pfalz,2022-01-13,3093,6744,27021,7
Baden-Württemberg,2022-01-13,6995,16167,75666,43
Bayern,2022-01-13,8648,22047,100857,42
Saarland,2022-01-13,760,1344,7053,2
Berlin,2022-01-13,2231,5622,28121,NA
Brandenburg,2022-01-13,1981,4151,21996,3
Mecklenburg-Vorpommern,2022-01-13,1731,2982,16037,3
Sachsen,2022-01-13,3216,5349,29064,2
Sachsen-Anhalt,2022-01-13,1861,4410,19711,1
Thüringen,2022-01-13,1614,3633,17913,1
NA,2022-01-13,114,486,4460,3
Schleswig-Holstein,2022-01-14,1830,3645,28594,12
Hamburg,2022-01-14,927,1558,16809,1
Niedersachsen,2022-01-14,6347,10151,59563,22
Bremen,2022-01-14,551,1583,6980,9
Nordrhein-Westfalen,2022-01-14,14117,21960,122987,18
Hessen,2022-01-14,6306,8420,50984,31
Rheinland-Pfalz,2022-01-14,3339,5048,25001,4
Baden-Württemberg,2022-01-14,7808,17805,76646,124
Bayern,2022-01-14,9589,23135,96245,264
Saarland,2022-01-14,740,1172,7194,1
Berlin,2022-01-14,2858,4816,26538,1
Brandenburg,2022-01-14,1406,3733,17884,11
Mecklenburg-Vorpommern,2022-01-14,1145,2517,14794,3
Sachsen,2022-01-14,2533,3630,22637,7
Sachsen-Anhalt,2022-01-14,1475,3449,15072,1
Thüringen,2022-01-14,1472,1703,11828,NA
NA,2022-01-14,29,159,1411,1
Schleswig-Holstein,2022-01-15,2575,3186,23949,1
Hamburg,2022-01-15,1392,1415,9808,NA
Niedersachsen,2022-01-15,6411,4533,23146,2
Bremen,2022-01-15,396,940,4229,5
Nordrhein-Westfalen,2022-01-15,14381,16215,75122,13
Hessen,2022-01-15,5314,5529,32045,8
Rheinland-Pfalz,2022-01-15,2652,2887,13845,2
Baden-Württemberg,2022-01-15,9976,13726,47171,80
Bayern,2022-01-15,7869,12268,45144,10
Saarland,2022-01-15,728,937,5009,NA
Berlin,2022-01-15,2224,3095,16565,1
Brandenburg,2022-01-15,1003,1794,8466,2
Mecklenburg-Vorpommern,2022-01-15,500,512,3187,1
Sachsen,2022-01-15,2224,2278,12970,2
Sachsen-Anhalt,2022-01-15,702,1295,6131,1
Thüringen,2022-01-15,362,743,9359,NA
NA,2022-01-15,NA,NA,1,NA
Schleswig-Holstein,2022-01-16,362,428,2325,1
Hamburg,2022-01-16,585,749,6487,1
Niedersachsen,2022-01-16,1050,916,5752,NA
Bremen,2022-01-16,239,226,1105,2
Nordrhein-Westfalen,2022-01-16,5006,5491,27638,5
Hessen,2022-01-16,2095,1812,11663,4
Rheinland-Pfalz,2022-01-16,948,1257,6099,6
Baden-Württemberg,2022-01-16,4023,5514,23072,22
Bayern,2022-01-16,3174,4560,15309,9
Saarland,2022-01-16,43,56,218,NA
Berlin,2022-01-16,1052,1673,9178,NA
Brandenburg,2022-01-16,80,187,998,NA
Mecklenburg-Vorpommern,2022-01-16,29,52,277,NA
Sachsen,2022-01-16,137,206,1254,NA
Sachsen-Anhalt,2022-01-16,39,119,492,NA
Thüringen,2022-01-16,44,49,378,NA
Schleswig-Holstein,2022-01-17,1400,2301,18068,28
Hamburg,2022-01-17,875,1182,12951,1
Niedersachsen,2022-01-17,3839,6250,35678,9
Bremen,2022-01-17,345,797,4529,2
Nordrhein-Westfalen,2022-01-17,7266,16201,73162,28
Hessen,2022-01-17,3862,5069,30542,19
Rheinland-Pfalz,2022-01-17,2170,3883,17759,5
Baden-Württemberg,2022-01-17,5860,11222,43995,54
Bayern,2022-01-17,6056,12845,55244,170
Saarland,2022-01-17,443,782,4422,1
Berlin,2022-01-17,1873,3752,18688,NA
Brandenburg,2022-01-17,1109,1740,9813,3
Mecklenburg-Vorpommern,2022-01-17,842,1435,8531,1
Sachsen,2022-01-17,1944,2629,15721,4
Sachsen-Anhalt,2022-01-17,841,2168,10151,1
Thüringen,2022-01-17,788,1722,6484,1
NA,2022-01-17,20,57,767,NA
Schleswig-Holstein,2022-01-18,2274,4298,23123,1
Hamburg,2022-01-18,911,1876,11960,3
Niedersachsen,2022-01-18,4324,8842,45828,11
Bremen,2022-01-18,636,950,5149,6
Nordrhein-Westfalen,2022-01-18,10955,23383,108797,15
Hessen,2022-01-18,4638,6670,39908,22
Rheinland-Pfalz,2022-01-18,2537,4079,31265,9
Baden-Württemberg,2022-01-18,5592,11766,56171,86
Bayern,2022-01-18,7677,15964,76433,30
Saarland,2022-01-18,576,1137,5237,NA
Berlin,2022-01-18,2924,5073,24005,NA
Brandenburg,2022-01-18,1400,2551,15422,10
Mecklenburg-Vorpommern,2022-01-18,994,2003,10295,NA
Sachsen,2022-01-18,2412,3294,21575,1
Sachsen-Anhalt,2022-01-18,1564,2932,14659,3
Thüringen,2022-01-18,1188,2450,11822,11
NA,2022-01-18,40,233,2018,NA
Schleswig-Holstein,2022-01-19,692,1330,11041,54
Hamburg,2022-01-19,1174,2573,14276,15
Niedersachsen,2022-01-19,9182,14517,56233,21
Bremen,2022-01-19,452,1113,4924,1
Nordrhein-Westfalen,2022-01-19,10563,22886,107830,69
Hessen,2022-01-19,5832,7462,46352,30
Rheinland-Pfalz,2022-01-19,3294,4469,22475,9
Baden-Württemberg,2022-01-19,6140,13833,60022,85
Bayern,2022-01-19,9709,17895,76868,640
Saarland,2022-01-19,783,1337,5152,NA
Berlin,2022-01-19,2140,4308,26193,4
Brandenburg,2022-01-19,1712,2671,16096,2
Mecklenburg-Vorpommern,2022-01-19,1171,1953,11117,NA
Sachsen,2022-01-19,2792,3883,25608,1
Sachsen-Anhalt,2022-01-19,1417,2878,15889,1
Thüringen,2022-01-19,1439,2352,11653,17
NA,2022-01-19,94,369,3396,15
Schleswig-Holstein,2022-01-20,4130,6598,43320,7
Hamburg,2022-01-20,1832,2040,15502,1
Niedersachsen,2022-01-20,5629,10550,47259,11
Bremen,2022-01-20,506,1084,4411,4
Nordrhein-Westfalen,2022-01-20,10229,21444,106977,23
Hessen,2022-01-20,4518,7906,41587,36
